V$MYOD_01	M00001	mouse	MyoD	P10085
V$GATA6_01	M00462	human	GATA-6	Q92908
V$GATA6_01	M00462	rat	GATA-6	P46153
V$POU3F2_01	M00463	human	POU3F2	P20265
V$POU3F2_01	M00463	rat	POU3F2	N
V$POU3F2_01	M00463	mouse	POU3F2	N
V$POU3F2_01	M00463	human	POU3F2 (N-Oct-5a)	P20265
V$POU3F2_01	M00463	human	POU3F2 (N-Oct-5b)	P20265
V$POU3F2_02	M00464	human	POU3F2	P20265
V$POU3F2_02	M00464	rat	POU3F2	N
V$POU3F2_02	M00464	mouse	POU3F2	N
V$POU3F2_02	M00464	human	POU3F2 (N-Oct-5a)	P20265
V$POU3F2_02	M00464	human	POU3F2 (N-Oct-5b)	P20265
V$POU6F1_01	M00465	mouse	POU6F1 (c2)	N
V$ROAZ_01	M00467	rat	Roaz	O08961
V$AP2REP_01	M00468	human	AP-2rep	Q9Y4X4
V$AP2ALPHA_01	M00469	mouse	AP-2alpha	P34056
V$AP2ALPHA_01	M00469	mouse	AP-2alpha isoform 2	Q60741
V$AP2ALPHA_01	M00469	mouse	AP-2alpha isoform 3	Q60742
V$AP2ALPHA_01	M00469	mouse	AP-2alpha isoform 4	Q60743
V$AP2ALPHA_01	M00469	human	AP-2alphaA	P05549
V$AP2GAMMA_01	M00470	human	AP-2gamma	Q92754
V$AP2GAMMA_01	M00470	mouse	AP-2gamma	Q61312
V$TBP_01	M00471	human	TBP	P20226
V$TBP_01	M00471	mouse	TBP	P29037
V$FOXO4_01	M00472	human	FOXO4	P98177
V$FOXO4_01	M00472	mouse	FOXO4	Q9WVH3
V$FOXO1_01	M00473	mouse	FOXO1	Q9WVH5
V$FOXO1_01	M00473	human	FOXO1a	Q12778
V$FOXO1_02	M00474	mouse	FOXO1	Q9WVH5
V$FOXO1_02	M00474	human	FOXO1a	Q12778
V$FOXO4_02	M00476	human	FOXO4	P98177
V$FOXO4_02	M00476	mouse	FOXO4	Q9WVH3
V$FOXO3_01	M00477	mouse	FOXO3	Q9WVH4
V$FOXO3_01	M00477	human	FOXO3a	O43524
V$FOXO3_01	M00477	human	FOXO3b	N
V$CDC5_01	M00478	human	Cdc5	Q99974
V$LUN1_01	M00480	human	LUN-1	Q9NS56
V$ATF6_01	M00483	human	ATF6	P18850
V$NCX_01	M00484	human	NCX	Q9UQ48
V$NCX_01	M00484	mouse	Ncx	Q61663
V$NKX22_01	M00485	mouse	Nkx2-2	P42586
V$NKX22_01	M00485	human	Nkx2-2	O95096
V$PAX2_02	M00486	human	Pax-2	Q02962
V$PAX2_02	M00486	mouse	Pax-2a	P32114
V$PAX2_02	M00486	mouse	Pax-2b	N
V$BACH2_01	M00490	mouse	Bach2	P97303
V$BACH2_01	M00490	human	Bach2	Q9BYV9
V$MAZR_01	M00491	mouse	MAZR	Q9JMG9
V$MAZR_01	M00491	human	MAZR	Q9UDU0
V$BACH1_01	M00495	human	Bach1	O14867
V$BACH1_01	M00495	mouse	Bach1	P97302
V$STAT1_03	M00496	mouse	STAT1	P42225
V$STAT1_03	M00496	human	STAT1	N
V$STAT3_02	M00497	human	STAT3	P40763
V$STAT3_02	M00497	mouse	STAT3	P42227
V$STAT4_01	M00498	mouse	STAT4	P42228
V$STAT4_01	M00498	human	STAT4	N
V$STAT6_02	M00500	human	STAT6	P42226
V$STAT6_02	M00500	mouse	STAT6	N
V$LHX3_01	M00510	mouse	Lhx3a	P50481
V$LHX3_01	M00510	human	LHX3a	Q9UBR4
V$LHX3_01	M00510	human	LHX3b	Q9UBR4
V$LHX3_01	M00510	mouse	Lhx3b	P50481
V$PPARG_01	M00512	mouse	PPAR-gamma1	P37238
V$PPARG_01	M00512	human	PPAR-gamma1	N
V$PPARG_01	M00512	human	PPAR-gamma2	Q15832
V$PPARG_02	M00515	mouse	PPAR-gamma1	P37238
V$PPARG_02	M00515	human	PPAR-gamma1	N
V$PPARG_02	M00515	human	PPAR-gamma2	Q15832
V$E2F_03	M00516	human	E2F	N
V$E2F_03	M00516	mouse	E2F	N
V$E2F_03	M00516	rat	E2F	N
V$E2F_03	M00516	human	E2F-1	Q01094
V$E2F_03	M00516	mouse	E2F-1	Q61501
V$E2F_03	M00516	rat	E2F-1	O09139
V$AP1_01	M00517	human	AP-1	N
V$AP1_01	M00517	rat	AP-1	N
V$AP1_01	M00517	mouse	AP-1	N
V$AP1_01	M00517	mouse	c-Fos	P01101
V$AP1_01	M00517	human	c-Fos	P01100
V$AP1_01	M00517	rat	c-Fos	P12841
V$AP1_01	M00517	mouse	c-Jun	P05627
V$AP1_01	M00517	rat	c-Jun	P17325
V$AP1_01	M00517	human	c-Jun	P05412
V$AP1_01	M00517	mouse	FosB	P13346
V$AP1_01	M00517	mouse	Fra-1	P48755
V$AP1_01	M00517	rat	Fra-1	P10158
V$AP1_01	M00517	human	Fra-1	P15407
V$AP1_01	M00517	mouse	JunB	P09450
V$AP1_01	M00517	human	JunB	P17275
V$AP1_01	M00517	mouse	JunD	P15066
V$AP1_01	M00517	human	JunD	P17535
V$AP1_01	M00517	rat	JunD	P52909
V$PPARG_03	M00528	mouse	PPAR-gamma1	P37238
V$PPARG_03	M00528	human	PPAR-gamma1	N
V$PPARG_03	M00528	human	PPAR-gamma2	Q15832
V$HTF_01	M00538	rat	HTF	Q9R1S4
V$ARNT_02	M00539	human	Arnt	P27540
V$ARNT_02	M00539	mouse	Arnt	P53762
V$ARNT_02	M00539	rat	Arnt	P41739
V$MYCMAX_03	M00615	human	c-Myc	P01106
V$MYCMAX_03	M00615	rat	c-Myc	P09416
V$MYCMAX_03	M00615	mouse	c-Myc	P01108
V$MYCMAX_03	M00615	mouse	Max	P28574
V$MYCMAX_03	M00615	rat	Max	P52164
V$MYCMAX_03	M00615	human	Max	P25912
