#bin	chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
1946	chr1	178455799	178456286	CpG: 49	487	49	357	20.1	73.3	0.77
1946	chr1	178511362	178512356	CpG: 75	994	75	640	15.1	64.4	0.73
1948	chr1	178693968	178695075	CpG: 114	1107	114	716	20.6	64.7	0.99
1950	chr1	178994804	178995917	CpG: 110	1113	110	667	19.8	59.9	1.12
1951	chr1	179051075	179051948	CpG: 87	873	87	623	19.9	71.4	0.79
1952	chr1	179198163	179199200	CpG: 86	1037	86	666	16.6	64.2	0.85
1952	chr1	179262771	179263321	CpG: 56	550	56	393	20.4	71.5	0.81
1953	chr1	179334794	179335338	CpG: 47	544	47	341	17.3	62.7	0.88
1954	chr1	179544720	179545307	CpG: 66	587	66	422	22.5	71.9	0.87
1954	chr1	179555401	179555770	CpG: 38	369	38	251	20.6	68	0.89
1954	chr1	179560751	179561596	CpG: 74	845	74	584	17.5	69.1	0.74
1956	chr1	179711947	179713951	CpG: 199	2004	199	1391	19.9	69.4	0.83
1957	chr1	179846879	179847106	CpG: 23	227	23	146	20.3	64.3	1.04
1957	chr1	179851482	179852371	CpG: 79	889	79	561	17.8	63.1	0.89
1957	chr1	179923716	179924419	CpG: 61	703	61	461	17.4	65.6	0.81
1959	chr1	180123555	180124584	CpG: 96	1029	96	605	18.7	58.8	1.1
1959	chr1	180198119	180204975	CpG: 459	6856	459	3976	13.4	58	0.8
1961	chr1	180471325	180472277	CpG: 83	952	83	595	17.4	62.5	0.89
1962	chr1	180601027	180601816	CpG: 71	789	71	516	18	65.4	0.84
1965	chr1	180881316	180882592	CpG: 138	1276	138	921	21.6	72.2	0.83
1965	chr1	180904316	180904711	CpG: 46	395	46	293	23.3	74.2	0.85
1965	chr1	180922915	180923692	CpG: 87	777	87	578	22.4	74.4	0.81
1965	chr1	180991227	180991465	CpG: 18	238	18	147	15.1	61.8	0.83
1965	chr1	180991719	180992149	CpG: 48	430	48	313	22.3	72.8	0.89
1966	chr1	181057503	181059176	CpG: 175	1673	175	1067	20.9	63.8	1.03
1966	chr1	181073917	181075002	CpG: 111	1085	111	716	20.5	66	0.94
1968	chr1	181287300	181287873	CpG: 52	573	52	383	18.2	66.8	0.81
1968	chr1	181382290	181382848	CpG: 56	558	56	404	20.1	72.4	0.77
1969	chr1	181451311	181452049	CpG: 64	738	64	430	17.3	58.3	1.02
1969	chr1	181452706	181453073	CpG: 32	367	32	236	17.4	64.3	0.85
1969	chr1	181454974	181455261	CpG: 27	287	27	184	18.8	64.1	0.93
1971	chr1	181767493	181767893	CpG: 28	400	28	260	14	65	0.7
1973	chr1	181998925	181999341	CpG: 47	416	47	294	22.6	70.7	0.92
1973	chr1	182025604	182026511	CpG: 91	907	91	623	20.1	68.7	0.86
1976	chr1	182359697	182361563	CpG: 169	1866	169	1260	18.1	67.5	0.8
1977	chr1	182573375	182573760	CpG: 34	385	34	264	17.7	68.6	0.79
1978	chr1	182584177	182584545	CpG: 43	368	43	259	23.4	70.4	0.94
1979	chr1	182758395	182759097	CpG: 86	702	86	484	24.5	68.9	1.06
1979	chr1	182808312	182809122	CpG: 85	810	85	523	21	64.6	1.01
1980	chr1	182921819	182922644	CpG: 79	825	79	570	19.2	69.1	0.8
1981	chr1	182991804	182993370	CpG: 149	1566	149	1004	19	64.1	0.93
1984	chr1	183386000	183387664	CpG: 114	1664	114	993	13.7	59.7	0.81
1984	chr1	183440351	183442255	CpG: 142	1904	142	1207	14.9	63.4	0.76
1985	chr1	183604283	183605333	CpG: 101	1050	101	714	19.2	68	0.83
1987	chr1	183774193	183774416	CpG: 26	223	26	135	23.3	60.5	1.28
1988	chr1	184005359	184006766	CpG: 131	1407	131	951	18.6	67.6	0.82
1988	chr1	184020781	184021054	CpG: 38	273	38	205	27.8	75.1	1
1991	chr1	184355415	184356811	CpG: 129	1396	129	907	18.5	65	0.88
1993	chr1	184633223	184633663	CpG: 36	440	36	298	16.4	67.7	0.71
1994	chr1	184723252	184724438	CpG: 116	1186	116	806	19.6	68	0.85
1996	chr1	184942862	184943777	CpG: 95	915	95	632	20.8	69.1	0.87
1996	chr1	185014369	185015220	CpG: 100	851	100	555	23.5	65.2	1.11
1997	chr1	185125850	185126705	CpG: 68	855	68	538	15.9	62.9	0.82
1998	chr1	185285329	185286735	CpG: 139	1406	139	896	19.8	63.7	1
2001	chr1	185703458	185703662	CpG: 26	204	26	152	25.5	74.5	0.92
2006	chr1	186344124	186344848	CpG: 69	724	69	477	19.1	65.9	0.89
2009	chr1	186649310	186650081	CpG: 58	771	58	470	15	61	0.81
2055	chr1	192777632	192778198	CpG: 56	566	56	371	19.8	65.5	0.93
2057	chr1	193028221	193029271	CpG: 94	1050	94	704	17.9	67	0.81
2058	chr1	193074174	193074778	CpG: 60	604	60	383	19.9	63.4	1.03
2058	chr1	193090728	193091224	CpG: 58	496	58	342	23.4	69	0.99
2084	chr1	196577708	196578011	CpG: 24	303	24	200	15.8	66	0.73
2086	chr1	196847158	196847418	CpG: 29	260	29	186	22.3	71.5	0.87
2089	chr1	197170005	197170719	CpG: 62	714	62	425	17.4	59.5	0.98
2093	chr1	197743931	197744788	CpG: 95	857	95	613	22.2	71.5	0.87
2094	chr1	197871588	197872299	CpG: 80	711	80	465	22.5	65.4	1.06
2094	chr1	197880016	197881637	CpG: 105	1621	105	1015	13	62.6	0.66
2094	chr1	197885060	197885389	CpG: 30	329	30	214	18.2	65	0.91
2094	chr1	197887088	197887791	CpG: 58	703	58	434	16.5	61.7	0.87
2094	chr1	197890478	197890824	CpG: 27	346	27	220	15.6	63.6	0.78
2096	chr1	198125896	198126842	CpG: 106	946	106	635	22.4	67.1	1
2096	chr1	198128147	198128364	CpG: 21	217	21	154	19.4	71	0.79
2110	chr1	200004474	200004933	CpG: 36	459	36	277	15.7	60.3	0.86
2110	chr1	200008392	200009047	CpG: 72	655	72	455	22	69.5	0.91
2110	chr1	200009807	200010036	CpG: 24	229	24	155	21	67.7	0.94
2110	chr1	200010625	200010832	CpG: 16	207	16	124	15.5	59.9	0.88
2110	chr1	200011400	200012055	CpG: 55	655	55	395	16.8	60.3	0.92
2111	chr1	200116696	200117204	CpG: 45	508	45	311	17.7	61.2	0.95
2112	chr1	200271276	200271538	CpG: 24	262	24	161	18.3	61.5	0.99
2113	chr1	200378899	200379365	CpG: 42	466	42	299	18	64.2	0.88
2115	chr1	200589552	200590124	CpG: 54	572	54	394	18.9	68.9	0.8
2115	chr1	200638546	200639384	CpG: 78	838	78	547	18.6	65.3	0.88
2116	chr1	200707849	200708948	CpG: 118	1099	118	729	21.5	66.3	0.98
2117	chr1	200842196	200843388	CpG: 124	1192	124	842	20.8	70.6	0.84
2117	chr1	200860076	200860576	CpG: 53	500	53	362	21.2	72.4	0.81
2117	chr1	200880593	200881270	CpG: 58	677	58	481	17.1	71	0.69
2118	chr1	200969623	200969938	CpG: 24	315	24	207	15.2	65.7	0.71
2118	chr1	200992282	200992839	CpG: 58	557	58	347	20.8	62.3	1.09
2119	chr1	201083458	201084567	CpG: 94	1109	94	708	17	63.8	0.84
2119	chr1	201123245	201123746	CpG: 44	501	44	345	17.6	68.9	0.78
2119	chr1	201139874	201140504	CpG: 51	630	51	420	16.2	66.7	0.73
2120	chr1	201196030	201196267	CpG: 17	237	17	162	14.3	68.4	0.62
2120	chr1	201252452	201253648	CpG: 98	1196	98	812	16.4	67.9	0.71
2121	chr1	201368560	201369032	CpG: 54	472	54	340	22.9	72	0.88
2121	chr1	201437519	201438648	CpG: 119	1129	119	793	21.1	70.2	0.86
2121	chr1	201450880	201451105	CpG: 22	225	22	154	19.6	68.4	0.84
2122	chr1	201475885	201476516	CpG: 72	631	72	454	22.8	71.9	0.88
2122	chr1	201507779	201509317	CpG: 133	1538	133	1007	17.3	65.5	0.82
2123	chr1	201617041	201619788	CpG: 179	2747	179	1593	13	58	0.77
2123	chr1	201708787	201709429	CpG: 50	642	50	433	15.6	67.4	0.69
2124	chr1	201798213	201798698	CpG: 50	485	50	328	20.6	67.6	0.96
2125	chr1	201924336	201925053	CpG: 51	717	51	441	14.2	61.5	0.76
2125	chr1	201951754	201952579	CpG: 79	825	79	569	19.2	69	0.81
2127	chr1	202113151	202114143	CpG: 93	992	93	573	18.8	57.8	1.13
2127	chr1	202162958	202163390	CpG: 47	432	47	285	21.8	66	1.01
2127	chr1	202183193	202183526	CpG: 31	333	31	233	18.6	70	0.77
2128	chr1	202311043	202311312	CpG: 24	269	24	165	17.8	61.3	0.96
2128	chr1	202317657	202318196	CpG: 55	539	55	357	20.4	66.2	0.95
2130	chr1	202611668	202613039	CpG: 114	1371	114	879	16.6	64.1	0.82
2131	chr1	202678881	202679769	CpG: 84	888	84	631	18.9	71.1	0.75
2132	chr1	202776003	202777727	CpG: 151	1724	151	1088	17.5	63.1	0.9
2132	chr1	202779790	202780684	CpG: 72	894	72	591	16.1	66.1	0.75
2132	chr1	202830061	202830923	CpG: 80	862	80	578	18.6	67.1	0.85
2132	chr1	202857683	202858394	CpG: 83	711	83	514	23.3	72.3	0.9
2132	chr1	202896204	202896524	CpG: 34	320	34	222	21.2	69.4	0.88
2133	chr1	202926879	202927476	CpG: 68	597	68	447	22.8	74.9	0.82
2133	chr1	202936045	202936252	CpG: 19	207	19	152	18.4	73.4	0.7
2133	chr1	202976328	202977028	CpG: 77	700	77	470	22	67.1	1
2133	chr1	202995472	202996185	CpG: 65	713	65	474	18.2	66.5	0.83
2134	chr1	203044722	203045390	CpG: 67	668	67	486	20.1	72.8	0.76
2134	chr1	203097233	203097496	CpG: 24	263	24	180	18.3	68.4	0.78
2135	chr1	203242519	203242818	CpG: 22	299	22	206	14.7	68.9	0.62
2135	chr1	203274305	203275338	CpG: 93	1033	93	678	18	65.6	0.84
2136	chr1	203296277	203296929	CpG: 53	652	53	432	16.3	66.3	0.74
2137	chr1	203455815	203456041	CpG: 16	226	16	132	14.2	58.4	0.87
2137	chr1	203456784	203457059	CpG: 21	275	21	181	15.3	65.8	0.71
2138	chr1	203598471	203598853	CpG: 40	382	40	254	20.9	66.5	0.95
2139	chr1	203764568	203765293	CpG: 57	725	57	469	15.7	64.7	0.76
2140	chr1	203830507	203830901	CpG: 28	394	28	239	14.2	60.7	0.77
2141	chr1	204042245	204044510	CpG: 203	2265	203	1461	17.9	64.5	0.86
2142	chr1	204120398	204121109	CpG: 61	711	61	472	17.2	66.4	0.78
2142	chr1	204159598	204159833	CpG: 24	235	24	175	20.4	74.5	0.74
2143	chr1	204226544	204226908	CpG: 25	364	25	247	13.7	67.9	0.61
2144	chr1	204346732	204347430	CpG: 54	698	54	454	15.5	65	0.73
2144	chr1	204380313	204381159	CpG: 84	846	84	550	19.9	65	0.94
2144	chr1	204463293	204464086	CpG: 77	793	77	531	19.4	67	0.87
2145	chr1	204485473	204485831	CpG: 33	358	33	248	18.4	69.3	0.83
2146	chr1	204654132	204654885	CpG: 100	753	100	583	26.6	77.4	0.91
2147	chr1	204797610	204797930	CpG: 41	320	41	227	25.6	70.9	1.03
2148	chr1	204950982	204951210	CpG: 15	228	15	139	13.2	61	0.71
2149	chr1	205038784	205039153	CpG: 32	369	32	245	17.3	66.4	0.79
2150	chr1	205179963	205180910	CpG: 88	947	88	635	18.6	67.1	0.86
2150	chr1	205196791	205197252	CpG: 48	461	48	292	20.8	63.3	1.05
2150	chr1	205197632	205197959	CpG: 28	327	28	218	17.1	66.7	0.78
2150	chr1	205210695	205210918	CpG: 21	223	21	148	18.8	66.4	0.87
2150	chr1	205238112	205238546	CpG: 35	434	35	277	16.1	63.8	0.79
2151	chr1	205290232	205291035	CpG: 79	803	79	542	19.7	67.5	0.87
2151	chr1	205312493	205313576	CpG: 111	1083	111	764	20.5	70.5	0.83
2152	chr1	205424829	205426556	CpG: 137	1727	137	981	15.9	56.8	1
2152	chr1	205473877	205474109	CpG: 27	232	27	160	23.3	69	1.08
2152	chr1	205498003	205498590	CpG: 44	587	44	410	15	69.8	0.64
2153	chr1	205537751	205538443	CpG: 60	692	60	413	17.3	59.7	0.98
2153	chr1	205561089	205561473	CpG: 33	384	33	249	17.2	64.8	0.82
2153	chr1	205600493	205601432	CpG: 106	939	106	564	22.6	60.1	1.25
2153	chr1	205631977	205632254	CpG: 22	277	22	193	15.9	69.7	0.66
2153	chr1	205648975	205649903	CpG: 98	928	98	595	21.1	64.1	1.04
2154	chr1	205718238	205719345	CpG: 90	1107	90	721	16.3	65.1	0.77
2154	chr1	205743900	205744668	CpG: 57	768	57	472	14.8	61.5	0.79
2154	chr1	205781870	205783010	CpG: 102	1140	102	793	17.9	69.6	0.74
2155	chr1	205818898	205819191	CpG: 23	293	23	184	15.7	62.8	0.81
2157	chr1	206135444	206138863	CpG: 264	3419	264	2205	15.4	64.5	0.76
2158	chr1	206223537	206224028	CpG: 46	491	46	355	18.7	72.3	0.72
2161	chr1	206680236	206681444	CpG: 135	1208	135	869	22.4	71.9	0.86
2162	chr1	206730397	206730908	CpG: 60	511	60	380	23.5	74.4	0.87
2162	chr1	206785804	206786030	CpG: 26	226	26	170	23	75.2	0.81
2162	chr1	206808523	206809187	CpG: 75	664	75	475	22.6	71.5	0.88
2163	chr1	206858091	206859651	CpG: 118	1560	118	831	15.1	53.3	1.06
2164	chr1	207082693	207083202	CpG: 62	509	62	348	24.4	68.4	1.04
2165	chr1	207224089	207224450	CpG: 38	361	38	242	21.1	67	0.94
2166	chr1	207226281	207226842	CpG: 47	561	47	363	16.8	64.7	0.8
2168	chr1	207494543	207495364	CpG: 72	821	72	550	17.5	67	0.79
2169	chr1	207627531	207628280	CpG: 72	749	72	518	19.2	69.2	0.8
2169	chr1	207669637	207670015	CpG: 45	378	45	275	23.8	72.8	0.93
2170	chr1	207818389	207818952	CpG: 53	563	53	357	18.8	63.4	0.94
2170	chr1	207842805	207843259	CpG: 48	454	48	315	21.1	69.4	0.89
2171	chr1	207925171	207925964	CpG: 72	793	72	521	18.2	65.7	0.84
2172	chr1	208041862	208042718	CpG: 94	856	94	629	22	73.5	0.83
2172	chr1	208084098	208084513	CpG: 36	415	36	273	17.3	65.8	0.82
2172	chr1	208132327	208133117	CpG: 86	790	86	570	21.8	72.2	0.84
2172	chr1	208136666	208137183	CpG: 59	517	59	372	22.8	72	0.89
2175	chr1	208416489	208418016	CpG: 155	1527	155	1008	20.3	66	0.94
2182	chr1	209404845	209405473	CpG: 74	628	74	442	23.6	70.4	0.96
2185	chr1	209799149	209799354	CpG: 16	205	16	139	15.6	67.8	0.68
2186	chr1	209848443	209849428	CpG: 75	985	75	638	15.2	64.8	0.73
2186	chr1	209920953	209921345	CpG: 28	392	28	250	14.3	63.8	0.7
2186	chr1	209957721	209958167	CpG: 41	446	41	279	18.4	62.6	0.96
2187	chr1	209979316	209979666	CpG: 38	350	38	239	21.7	68.3	0.99
2187	chr1	210001129	210001428	CpG: 27	299	27	172	18.1	57.5	1.09
2188	chr1	210111179	210112054	CpG: 99	875	99	560	22.6	64	1.11
2190	chr1	210405952	210407250	CpG: 134	1298	134	907	20.6	69.9	0.85
2190	chr1	210407401	210407637	CpG: 20	236	20	161	16.9	68.2	0.73
2190	chr1	210465709	210466212	CpG: 44	503	44	329	17.5	65.4	0.82
2191	chr1	210502133	210502793	CpG: 83	660	83	451	25.2	68.3	1.09
2193	chr1	210857059	210857262	CpG: 16	203	16	137	15.8	67.5	0.69
2197	chr1	211306667	211307675	CpG: 92	1008	92	694	18.3	68.8	0.77
2197	chr1	211380406	211380783	CpG: 38	377	38	256	20.2	67.9	0.87
2198	chr1	211432105	211434134	CpG: 147	2029	147	1112	14.5	54.8	0.97
2198	chr1	211500151	211500636	CpG: 53	485	53	304	21.9	62.7	1.13
2199	chr1	211555939	211556332	CpG: 42	393	42	233	21.4	59.3	1.22
2199	chr1	211589677	211590293	CpG: 55	616	55	361	17.9	58.6	1.04
2199	chr1	211652306	211652754	CpG: 41	448	41	315	18.3	70.3	0.74
2200	chr1	211688461	211689104	CpG: 66	643	66	470	20.5	73.1	0.77
2200	chr1	211751121	211753177	CpG: 207	2056	207	1431	20.1	69.6	0.83
2201	chr1	211848641	211849176	CpG: 43	535	43	342	16.1	63.9	0.79
2202	chr1	212003431	212004280	CpG: 89	849	89	493	21	58.1	1.25
2204	chr1	212208837	212209364	CpG: 47	527	47	324	17.8	61.5	0.94
2205	chr1	212457967	212459694	CpG: 171	1727	171	1154	19.8	66.8	0.89
2206	chr1	212587591	212588284	CpG: 77	693	77	495	22.2	71.4	0.88
2207	chr1	212606105	212606844	CpG: 69	739	69	481	18.7	65.1	0.89
2207	chr1	212688031	212688448	CpG: 42	417	42	309	20.1	74.1	0.74
2208	chr1	212731668	212732457	CpG: 77	789	77	495	19.5	62.7	1.01
2208	chr1	212780151	212783086	CpG: 254	2935	254	1917	17.3	65.3	0.81
2209	chr1	212872460	212874048	CpG: 163	1588	163	1121	20.5	70.6	0.83
2209	chr1	212964866	212965347	CpG: 45	481	45	309	18.7	64.2	0.91
2210	chr1	213031359	213032119	CpG: 89	760	89	559	23.4	73.6	0.87
2211	chr1	213123647	213125092	CpG: 115	1445	115	918	15.9	63.5	0.8
2211	chr1	213188519	213189261	CpG: 58	742	58	472	15.6	63.6	0.79
2211	chr1	213224611	213224867	CpG: 33	256	33	184	25.8	71.9	1
2214	chr1	213562739	213562958	CpG: 19	219	19	145	17.4	66.2	0.79
2218	chr1	214153214	214153668	CpG: 42	454	42	318	18.5	70	0.78
2218	chr1	214156000	214156851	CpG: 84	851	84	610	19.7	71.7	0.77
2218	chr1	214158726	214159080	CpG: 40	354	40	236	22.6	66.7	1.02
2218	chr1	214160798	214161034	CpG: 25	236	25	136	21.2	57.6	1.29
2218	chr1	214161197	214161415	CpG: 17	218	17	128	15.6	58.7	0.91
2218	chr1	214162508	214162737	CpG: 25	229	25	152	21.8	66.4	1.04
2220	chr1	214360607	214360965	CpG: 38	358	38	239	21.2	66.8	0.96
2221	chr1	214454096	214455047	CpG: 77	951	77	521	16.2	54.8	1.08
2221	chr1	214557165	214557442	CpG: 20	277	20	181	14.4	65.3	0.68
2223	chr1	214724104	214725056	CpG: 88	952	88	647	18.5	68	0.8
2223	chr1	214725192	214725528	CpG: 25	336	25	212	14.9	63.1	0.77
2223	chr1	214776256	214776935	CpG: 60	679	60	421	17.7	62	0.92
2223	chr1	214778908	214779709	CpG: 78	801	78	560	19.5	69.9	0.8
2223	chr1	214781662	214782556	CpG: 81	894	81	611	18.1	68.3	0.78
2225	chr1	215043777	215044003	CpG: 25	226	25	129	22.1	57.1	1.38
2227	chr1	215256051	215256636	CpG: 53	585	53	343	18.1	58.6	1.05
2230	chr1	215740507	215741266	CpG: 79	759	79	502	20.8	66.1	0.97
2238	chr1	216774339	216774734	CpG: 43	395	43	293	21.8	74.2	0.79
2242	chr1	217262998	217263214	CpG: 24	216	24	146	22.2	67.6	0.97
2242	chr1	217307744	217309179	CpG: 102	1435	102	845	14.2	58.9	0.82
2242	chr1	217310749	217311178	CpG: 46	429	46	303	21.4	70.6	0.87
2242	chr1	217311467	217311773	CpG: 25	306	25	182	16.3	59.5	0.92
2246	chr1	217804267	217804477	CpG: 21	210	21	131	20	62.4	1.03
2250	chr1	218337780	218339033	CpG: 131	1253	131	871	20.9	69.5	0.87
2251	chr1	218458019	218458684	CpG: 55	665	55	406	16.5	61.1	0.89
2252	chr1	218519057	218519674	CpG: 59	617	59	391	19.1	63.4	0.95
2252	chr1	218520287	218520506	CpG: 21	219	21	130	19.2	59.4	1.11
2258	chr1	219347109	219347572	CpG: 46	463	46	309	19.9	66.7	0.89
2261	chr1	219786334	219786562	CpG: 21	228	21	140	18.4	61.4	0.99
2264	chr1	220101132	220102147	CpG: 111	1015	111	696	21.9	68.6	0.93
2265	chr1	220219416	220219824	CpG: 31	408	31	261	15.2	64	0.75
2265	chr1	220267314	220267934	CpG: 62	620	62	438	20	70.6	0.8
2266	chr1	220445480	220445933	CpG: 37	453	37	304	16.3	67.1	0.73
2268	chr1	220701507	220702348	CpG: 106	841	106	586	25.2	69.7	1.06
2270	chr1	220863507	220864249	CpG: 84	742	84	517	22.6	69.7	0.94
2270	chr1	220921411	220922176	CpG: 77	765	77	526	20.1	68.8	0.85
2270	chr1	220960016	220960603	CpG: 67	587	67	436	22.8	74.3	0.83
2271	chr1	221050448	221050864	CpG: 43	416	43	275	20.7	66.1	0.97
2271	chr1	221051966	221053673	CpG: 147	1707	147	1081	17.2	63.3	0.87
2271	chr1	221054554	221054888	CpG: 24	334	24	191	14.4	57.2	0.88
2271	chr1	221055492	221055800	CpG: 26	308	26	193	16.9	62.7	0.86
2271	chr1	221057463	221057757	CpG: 24	294	24	192	16.3	65.3	0.78
2271	chr1	221060850	221061071	CpG: 21	221	21	135	19	61.1	1.02
2271	chr1	221064889	221065600	CpG: 49	711	49	407	13.8	57.2	0.84
2271	chr1	221067447	221068185	CpG: 66	738	66	475	17.9	64.4	0.87
2271	chr1	221068782	221069159	CpG: 31	377	31	235	16.4	62.3	0.85
2278	chr1	221915474	221916804	CpG: 130	1330	130	871	19.5	65.5	0.92
2283	chr1	222638761	222638973	CpG: 30	212	30	156	28.3	73.6	1.05
2284	chr1	222763021	222763270	CpG: 22	249	22	139	17.7	55.8	1.14
2284	chr1	222790947	222791220	CpG: 21	273	21	180	15.4	65.9	0.71
2284	chr1	222791399	222792083	CpG: 63	684	63	468	18.4	68.4	0.79
2284	chr1	222817467	222817671	CpG: 19	204	19	126	18.6	61.8	0.99
2285	chr1	222885326	222886230	CpG: 77	904	77	592	17	65.5	0.8
2286	chr1	222988244	222988561	CpG: 34	317	34	185	21.5	58.4	1.27
2288	chr1	223254818	223255041	CpG: 19	223	19	158	17	70.9	0.69
2288	chr1	223316185	223316689	CpG: 57	504	57	358	22.6	71	0.91
2290	chr1	223536842	223538628	CpG: 140	1786	140	1023	15.7	57.3	0.96
2290	chr1	223566642	223567268	CpG: 61	626	61	455	19.5	72.7	0.74
2290	chr1	223567681	223567986	CpG: 25	305	25	209	16.4	68.5	0.72
2292	chr1	223741965	223744525	CpG: 213	2560	213	1731	16.6	67.6	0.73
2293	chr1	223899990	223900823	CpG: 90	833	90	562	21.6	67.5	0.95
2293	chr1	223936342	223937044	CpG: 71	702	71	474	20.2	67.5	0.89
2294	chr1	224033085	224034263	CpG: 138	1178	138	770	23.4	65.4	1.1
2295	chr1	224180262	224180824	CpG: 63	562	63	389	22.4	69.2	0.94
2296	chr1	224301835	224302472	CpG: 55	637	55	436	17.3	68.4	0.74
2296	chr1	224370585	224371755	CpG: 121	1170	121	765	20.7	65.4	0.97
2297	chr1	224517729	224518193	CpG: 37	464	37	279	15.9	60.1	0.88
2298	chr1	224544523	224545224	CpG: 72	701	72	501	20.5	71.5	0.81
2298	chr1	224621560	224622106	CpG: 44	546	44	319	16.1	58.4	0.95
2298	chr1	224622597	224622818	CpG: 26	221	26	161	23.5	72.9	0.89
2300	chr1	224803637	224805314	CpG: 159	1677	159	1095	19	65.3	0.89
2300	chr1	224805408	224805853	CpG: 29	445	29	277	13	62.2	0.71
2302	chr1	225117220	225117781	CpG: 71	561	71	414	25.3	73.8	0.93
2306	chr1	225614721	225616512	CpG: 172	1791	172	1058	19.2	59.1	1.1
2306	chr1	225662765	225663041	CpG: 31	276	31	202	22.5	73.2	0.84
2308	chr1	225840270	225841795	CpG: 143	1525	143	956	18.8	62.7	0.96
2308	chr1	225865068	225865328	CpG: 25	260	25	189	19.2	72.7	0.73
2308	chr1	225965330	225965734	CpG: 35	404	35	262	17.3	64.9	0.82
2309	chr1	225997646	225998233	CpG: 60	587	60	374	20.4	63.7	1.01
2309	chr1	226069605	226070898	CpG: 119	1293	119	884	18.4	68.4	0.79
2309	chr1	226075150	226075680	CpG: 61	530	61	395	23	74.5	0.83
2310	chr1	226111642	226112552	CpG: 83	910	83	580	18.2	63.7	0.9
2310	chr1	226127112	226127695	CpG: 64	583	64	425	22	72.9	0.83
2310	chr1	226186803	226187336	CpG: 51	533	51	357	19.1	67	0.86
2311	chr1	226249457	226251457	CpG: 170	2000	170	1142	17	57.1	1.05
2311	chr1	226270723	226271841	CpG: 101	1118	101	774	18.1	69.2	0.77
2311	chr1	226297287	226298586	CpG: 110	1299	110	808	16.9	62.2	0.88
2311	chr1	226308959	226310476	CpG: 165	1517	165	1022	21.8	67.4	0.96
2312	chr1	226374035	226374760	CpG: 69	725	69	495	19	68.3	0.83
2312	chr1	226411007	226411880	CpG: 93	873	93	539	21.3	61.7	1.12
2313	chr1	226496361	226497501	CpG: 107	1140	107	703	18.8	61.7	0.99
2313	chr1	226595333	226595939	CpG: 63	606	63	377	20.8	62.2	1.09
2314	chr1	226736354	226737412	CpG: 122	1058	122	741	23.1	70	0.94
2315	chr1	226829582	226829803	CpG: 15	221	15	145	13.6	65.6	0.64
2316	chr1	226891032	226891381	CpG: 49	349	49	268	28.1	76.8	0.95
2316	chr1	226924560	226926553	CpG: 185	1993	185	1353	18.6	67.9	0.81
2317	chr1	227058045	227058906	CpG: 88	861	88	586	20.4	68.1	0.88
2317	chr1	227127069	227128430	CpG: 128	1361	128	925	18.8	68	0.81
2318	chr1	227163739	227164237	CpG: 38	498	38	334	15.3	67.1	0.75
2320	chr1	227505446	227506752	CpG: 107	1306	107	757	16.4	58	0.98
2322	chr1	227682216	227682938	CpG: 51	722	51	488	14.1	67.6	0.62
2322	chr1	227693787	227694509	CpG: 51	722	51	489	14.1	67.7	0.62
2322	chr1	227729515	227730492	CpG: 100	977	100	718	20.5	73.5	0.76
2322	chr1	227746157	227746454	CpG: 23	297	23	206	15.5	69.4	0.65
2322	chr1	227747213	227747575	CpG: 26	362	26	248	14.4	68.5	0.62
2322	chr1	227748423	227748860	CpG: 43	437	43	317	19.7	72.5	0.77
2322	chr1	227751409	227751635	CpG: 25	226	25	161	22.1	71.2	0.87
2323	chr1	227916425	227916736	CpG: 24	311	24	211	15.4	67.8	0.71
2323	chr1	227922643	227923431	CpG: 100	788	100	585	25.4	74.2	0.92
2324	chr1	227974428	227974827	CpG: 31	399	31	276	15.5	69.2	0.65
2324	chr1	227975295	227976570	CpG: 112	1275	112	812	17.6	63.7	0.91
2324	chr1	228003827	228004083	CpG: 21	256	21	171	16.4	66.8	0.74
2325	chr1	228075377	228075750	CpG: 32	373	32	242	17.2	64.9	0.82
2325	chr1	228112950	228113215	CpG: 25	265	25	186	18.9	70.2	0.77
2325	chr1	228134422	228136282	CpG: 169	1860	169	1075	18.2	57.8	1.1
2325	chr1	228161368	228161576	CpG: 15	208	15	145	14.4	69.7	0.6
290	chr1	228194096	228196512	CpG: 196	2416	196	1459	16.2	60.4	0.89
2326	chr1	228225442	228225753	CpG: 35	311	35	192	22.5	61.7	1.18
2326	chr1	228246631	228247197	CpG: 66	566	66	392	23.3	69.3	0.97
2326	chr1	228269729	228271501	CpG: 166	1772	166	1171	18.7	66.1	0.86
2326	chr1	228289669	228291184	CpG: 155	1515	155	1000	20.5	66	0.97
2326	chr1	228295368	228295569	CpG: 14	201	14	133	13.9	66.2	0.65
2326	chr1	228296787	228297276	CpG: 53	489	53	345	21.7	70.6	0.89
2327	chr1	228327508	228328560	CpG: 118	1052	118	733	22.4	69.7	0.95
2327	chr1	228345377	228346700	CpG: 128	1323	128	867	19.3	65.5	0.9
2327	chr1	228353108	228353986	CpG: 93	878	93	619	21.2	70.5	0.86
2327	chr1	228362442	228362691	CpG: 24	249	24	179	19.3	71.9	0.75
2327	chr1	228399471	228402037	CpG: 237	2566	237	1481	18.5	57.7	1.11
2327	chr1	228403232	228403528	CpG: 22	296	22	198	14.9	66.9	0.67
2327	chr1	228404148	228404397	CpG: 23	249	23	174	18.5	69.9	0.76
