Gene ID	Gene Name 	Periodic Rank	Stage
ENSG00000204389	HSPA1A	2.000803131	G2-M
ENSG00000105810	CDK6	2.429429925	G2-M
ENSG00000162825	RP3-377D14.1	2.260498204	G2-M
ENSG00000204388	HSPA1B	1.869405998	G2-M
ENSG00000142619	PADI3	2.465463509	G2-M
ENSG00000011258	MBTD1	2.359941328	G2-M
ENSG00000119397	CNTRL	2.288873743	G2-M
ENSG00000231007	CDC20P1	1.585051081	G2-M
ENSG00000163535	SGOL2	1.263912709	G2-M
ENSG00000118193	KIF14	1.548973772	G2-M
ENSG00000266820	RP13-104F24.1	1.650848083	G2-M
ENSG00000179111	HES7	1.541241227	G2-M
ENSG00000066279	ASPM	1.674071102	G2-M
ENSG00000135452	TSPAN31	2.48692253	G2-M
ENSG00000143228	NUF2	2.457315037	G2-M
ENSG00000166833	NAV2	2.269720389	G2-M
ENSG00000164692	COL1A2	1.841474023	G2-M
ENSG00000024526	DEPDC1	1.674286868	G2-M
ENSG00000171681	ATF7IP	1.949039443	G2-M
ENSG00000128944	C15orf23	1.429793995	G2-M
ENSG00000112984	KIF20A	0.999722798	G2-M
ENSG00000087586	AURKA	1.364159208	G2-M
ENSG00000010292	NCAPD2	1.621233094	G2-M
ENSG00000169398	PTK2	2.216800924	G2-M
ENSG00000038382	TRIO	2.024160815	G2-M
ENSG00000170540	ARL6IP1	1.822638968	G2-M
ENSG00000145555	MYO10	2.419675031	G2-M
ENSG00000257742	RP11-350F4.2	2.304229773	G2-M
ENSG00000215817	ZC3H11B	2.321860308	G2-M
ENSG00000162971	TYW5	2.143791806	G2-M
ENSG00000139505	MTMR6	1.876894598	G2-M
ENSG00000260539	RP11-252A24.7	2.487562774	G2-M
ENSG00000148429	USP6NL	2.142933822	G2-M
ENSG00000100285	NEFH	2.431695972	G2-M
ENSG00000196850	PPTC7	2.262636512	G2-M
ENSG00000203914	HSP90B3P	2.408275011	G2-M
ENSG00000153165	RGPD3	2.336540304	G2-M
ENSG00000095739	BAMBI	2.485417156	G2-M
ENSG00000100523	DDHD1	2.0806208	G2-M
ENSG00000117479	SLC19A2	2.311979868	G2-M
ENSG00000122557	HERPUD2	2.398303505	G2-M
ENSG00000143498	TAF1A	2.020328175	G2-M
ENSG00000172167	MTBP	2.387570047	G2-M
ENSG00000172315	TP53RK	2.08895048	G2-M
ENSG00000151116	UEVLD	2.46889092	G2-M
ENSG00000162852	CNST	2.41309203	G2-M
ENSG00000162688	AGL	2.309394472	G2-M
ENSG00000143376	SNX27	2.346061653	G2-M
ENSG00000168917	SLC35G2	2.362422819	G2-M
ENSG00000206077	ZDHHC11B	2.489319425	G2-M
ENSG00000185480	PARPBP	1.995067241	G2-M
ENSG00000152464	RPP38	2.298221431	G2-M
ENSG00000072736	NFATC3	1.85388155	G2-M
ENSG00000111875	ASF1A	2.343818994	G2-M
ENSG00000198954	KIAA1279	2.438731797	G2-M
ENSG00000230562	FAM133DP	2.451394247	G2-M
ENSG00000140403	DNAJA4	2.198496127	G2-M
ENSG00000137959	IFI44L	2.386620176	G2-M
ENSG00000152147	GEMIN6	2.286333817	G2-M
ENSG00000066027	PPP2R5A	2.423707443	G2-M
ENSG00000151466	SCLT1	2.084073541	G2-M
ENSG00000121931	LRIF1	2.206431829	G2-M
ENSG00000243943	ZNF512	2.332990801	G2-M
ENSG00000197183	C20orf112	2.248008608	G2-M
ENSG00000153561	RMND5A	2.107584006	G2-M
ENSG00000168282	MGAT2	2.14020744	G2-M
ENSG00000107951	MTPAP	2.329798812	G2-M
ENSG00000136891	TEX10	2.433465949	G2-M
ENSG00000106477	CEP41	2.375228904	G2-M
ENSG00000178951	ZBTB7A	2.169204196	G2-M
ENSG00000186470	BTN3A2	1.838048495	G2-M
ENSG00000103067	ESRP2	2.355534854	G2-M
ENSG00000124177	CHD6	2.348906638	G2-M
ENSG00000028116	VRK2	2.240189309	G2-M
ENSG00000125149	C16orf70	2.26436726	G2-M
ENSG00000156535	CD109	2.447109192	G2-M
ENSG00000122591	FAM126A	1.957860087	G2-M
ENSG00000182606	TRAK1	2.472201156	G2-M
ENSG00000174173	TRMT10C	2.481469941	G2-M
ENSG00000253250	RP11-122A3.2	2.048008423	G2-M
ENSG00000160570	DEDD2	2.377381606	G2-M
ENSG00000163808	KIF15	2.206799259	G2-M
ENSG00000105829	BET1	2.372650985	G2-M
ENSG00000048342	CC2D2A	1.964244012	G2-M
ENSG00000164815	ORC5	2.396410443	G2-M
ENSG00000139291	TMEM19	2.126840255	G2-M
ENSG00000173598	NUDT4	2.019415458	G2-M
ENSG00000100852	ARHGAP5	2.199343364	G2-M
ENSG00000136111	TBC1D4	2.489654906	G2-M
ENSG00000187239	FNBP1	2.443868792	G2-M
ENSG00000139182	CLSTN3	2.470306353	G2-M
ENSG00000105926	MPP6	2.312014426	G2-M
ENSG00000243725	TTC4	2.19650692	G2-M
ENSG00000170473	WIBG	2.388637264	G2-M
ENSG00000198087	CD2AP	2.264034609	G2-M
ENSG00000198873	GRK5	2.256048575	G2-M
ENSG00000149177	PTPRJ	2.339305356	G2-M
ENSG00000101596	SMCHD1	2.485374494	G2-M
ENSG00000062194	GPBP1	2.352336914	G2-M
ENSG00000173705	SUSD5	2.449704591	G2-M
ENSG00000213281	NRAS	2.309541928	G2-M
ENSG00000111731	KIAA0528	2.232386384	G2-M
ENSG00000023287	RB1CC1	2.202699536	G2-M
ENSG00000198373	WWP2	2.453538306	G2-M
ENSG00000166130	IKBIP	2.497444108	G2-M
ENSG00000122483	CCDC18	2.040033203	G2-M
ENSG00000117500	TMED5	2.374808074	G2-M
ENSG00000130749	ZC3H4	2.378463297	G2-M
ENSG00000156875	HIAT1	2.454698122	G2-M
ENSG00000138399	FASTKD1	2.210755149	G2-M
ENSG00000115760	BIRC6	2.292957348	G2-M
ENSG00000133193	FAM104A	2.417813885	G2-M
ENSG00000100926	TM9SF1	2.490951411	G2-M
ENSG00000170832	USP32	2.414213425	G2-M
ENSG00000115355	CCDC88A	2.088061148	G2-M
ENSG00000112208	BAG2	2.162303634	G2-M
ENSG00000119787	ATL2	2.338972953	G2-M
ENSG00000143155	TIPRL	2.465917663	G2-M
ENSG00000169062	UPF3A	2.224066128	G2-M
ENSG00000178913	TAF7	2.418712213	G2-M
ENSG00000175662	TOM1L2	2.266859719	G2-M
ENSG00000163539	CLASP2	2.097026907	G2-M
ENSG00000105793	GTPBP10	2.436430478	G2-M
ENSG00000112701	SENP6	2.253788628	G2-M
ENSG00000089486	CDIP1	1.872510539	G2-M
ENSG00000127125	PPCS	2.457500539	G2-M
ENSG00000167778	SPRYD3	2.273766857	G2-M
ENSG00000128908	INO80	2.485359474	G2-M
ENSG00000198301	SDAD1	2.425380681	G2-M
ENSG00000177144	NUDT4P1	2.067903493	G2-M
ENSG00000113522	RAD50	2.316095739	G2-M
ENSG00000164253	WDR41	2.261949293	G2-M
ENSG00000160953	MUM1	2.470850428	G2-M
ENSG00000072041	SLC6A15	2.422583095	G2-M
ENSG00000155130	MARCKS	1.939814369	G2-M
ENSG00000121892	PDS5A	2.433018012	G2-M
ENSG00000143889	HNRPLL	1.991865019	G2-M
ENSG00000188818	ZDHHC11	2.457432169	G2-M
ENSG00000164134	NAA15	2.312712648	G2-M
ENSG00000186854	TRABD2A	2.415762728	G2-M
ENSG00000126787	DLGAP5	1.775129364	G2-M
ENSG00000145868	FBXO38	2.180404688	G2-M
ENSG00000138081	FBXO11	2.284979257	G2-M
ENSG00000152422	XRCC4	1.978046874	G2-M
ENSG00000109805	NCAPG	2.37194758	G2-M
ENSG00000159592	GPBP1L1	2.043789384	G2-M
ENSG00000163681	SLMAP	1.8760239	G2-M
ENSG00000168214	RBPJ	2.446718638	G2-M
ENSG00000164543	STK17A	2.497688303	G2-M
ENSG00000012983	MAP4K5	2.374184885	G2-M
ENSG00000179348	GATA2	2.412814492	G2-M
ENSG00000123505	AMD1	2.368596166	G2-M
ENSG00000072803	FBXW11	2.074129195	G2-M
ENSG00000229944	AC004797.1	2.04035322	G2-M
ENSG00000164151	KIAA0947	2.39180327	G2-M
ENSG00000138180	CEP55	1.627862068	G2-M
ENSG00000107863	ARHGAP21	2.313302775	G2-M
ENSG00000125630	POLR1B	2.482449947	G2-M
ENSG00000115464	USP34	2.492807844	G2-M
ENSG00000182628	SKA2	2.02591348	G2-M
ENSG00000125733	TRIP10	2.178675752	G2-M
ENSG00000123983	ACSL3	2.001685534	G2-M
ENSG00000151893	CACUL1	2.359284425	G2-M
ENSG00000048649	RSF1	2.138685829	G2-M
ENSG00000171862	PTEN	2.417090741	G2-M
ENSG00000105976	MET	2.345711719	G2-M
ENSG00000114346	ECT2	1.82998968	G2-M
ENSG00000068489	PRR11	1.744515518	G2-M
ENSG00000178105	DDX10	2.27872288	G2-M
ENSG00000105821	DNAJC2	2.282058353	G2-M
ENSG00000151247	EIF4E	2.126699659	G2-M
ENSG00000115419	GLS	2.322434506	G2-M
ENSG00000138442	WDR12	2.311970583	G2-M
ENSG00000120694	HSPH1	2.369984297	G2-M
ENSG00000257103	LSM14A	2.365182968	G2-M
ENSG00000137955	RABGGTB	2.194420806	G2-M
ENSG00000040275	SPDL1	2.464437446	G2-M
ENSG00000175216	CKAP5	1.875097526	G2-M
ENSG00000113810	SMC4	1.652640328	G2-M
ENSG00000105835	NAMPT	2.336985977	G2-M
ENSG00000073921	PICALM	2.441559116	G2-M
ENSG00000127955	GNAI1	2.485798399	G2-M
ENSG00000164548	TRA2A	1.935868017	G2-M
ENSG00000135940	COX5B	2.38281198	G2-M
ENSG00000184007	PTP4A2	2.411509488	G2-M
ENSG00000011426	ANLN	1.929575703	G2-M
ENSG00000168439	STIP1	2.353899187	G2-M
ENSG00000082898	XPO1	2.30778723	G2-M
ENSG00000251322	SHANK3	2.212206094	G2-M
ENSG00000236539	RP11-215I23.4	2.407501394	G2-M
ENSG00000151151	IPMK	2.450375278	G2-M
ENSG00000230797	YY2	1.971874884	G2-M
ENSG00000233673	ANAPC1P1	2.008834448	G2-M
ENSG00000261613	RP11-20I23.8	2.456254343	G2-M
ENSG00000183340	JRKL	2.380471767	G2-M
ENSG00000198435	NRARP	2.376623917	G2-M
ENSG00000187627	RGPD1	2.050350583	G2-M
ENSG00000196862	RGPD4	2.130133744	G2-M
ENSG00000152484	USP12	2.158370057	G2-M
ENSG00000120658	ENOX1	2.433536198	G2-M
ENSG00000183475	ASB7	2.382942603	G2-M
ENSG00000183421	RIPK4	2.499857806	G2-M
ENSG00000225536	RP6-145B8.3	2.258599011	G2-M
ENSG00000196427	NBPF4	2.459298117	G2-M
ENSG00000236824	BCYRN1	1.911923231	G2-M
ENSG00000186086	NBPF6	2.331422127	G2-M
ENSG00000185128	TBC1D3F	2.423929124	G2-M
ENSG00000171729	TMEM51	2.11853551	G2-M
ENSG00000197681	TBC1D3	2.380295069	G2-M
ENSG00000213492	AC092661.2	2.463882617	G2-M
ENSG00000156304	SCAF4	2.238797834	G2-M
ENSG00000152404	CWF19L2	2.24928126	G2-M
ENSG00000229091	AC009945.3	1.550388678	G2-M
ENSG00000072401	UBE2D1	2.490032622	G2-M
ENSG00000226054	MEMO1P1	2.243579223	G2-M
ENSG00000163510	CWC22	2.096207231	G2-M
ENSG00000177519	RPRM	2.031649807	G2-M
ENSG00000165506	DNAAF2	2.02505365	G2-M
ENSG00000164438	TLX3	1.871810228	G2-M
ENSG00000185112	FAM43A	2.393905348	G2-M
ENSG00000204217	BMPR2	2.139582291	G2-M
ENSG00000181472	ZBTB2	2.421959134	G2-M
ENSG00000257790	RP11-1136G11.6	2.309442674	G2-M
ENSG00000148572	NRBF2	2.442604085	G2-M
ENSG00000138802	SEC24B	2.196314792	G2-M
ENSG00000109762	SNX25	2.25503072	G2-M
ENSG00000175283	DOLK	2.371339948	G2-M
ENSG00000165195	PIGA	2.249870616	G2-M
ENSG00000100099	HPS4	2.379815434	G2-M
ENSG00000157827	FMNL2	1.674652687	G2-M
ENSG00000069702	TGFBR3	2.094621624	G2-M
ENSG00000159128	IFNGR2	2.344494615	G2-M
ENSG00000135503	ACVR1B	2.4565671	G2-M
ENSG00000113319	RASGRF2	1.484856426	G2-M
ENSG00000152661	GJA1	2.034573513	G2-M
ENSG00000104218	CSPP1	2.248222441	G2-M
ENSG00000169570	DTWD2	2.118532106	G2-M
ENSG00000122870	BICC1	2.160274534	G2-M
ENSG00000025708	TYMP	1.989279782	G2-M
ENSG00000047644	WWC3	2.464949781	G2-M
ENSG00000121897	LIAS	2.242147887	G2-M
ENSG00000263535	AK4P1	2.403841012	G2-M
ENSG00000089048	ESF1	2.345927412	G2-M
ENSG00000198646	NCOA6	2.098986184	G2-M
ENSG00000145375	SPATA5	1.7766196	G2-M
ENSG00000031003	FAM13B	2.352517242	G2-M
ENSG00000229644	NAMPTL	2.121981703	G2-M
ENSG00000153574	RPIA	2.422850386	G2-M
ENSG00000169359	SLC33A1	2.001511614	G2-M
ENSG00000196937	FAM3C	1.774481394	G2-M
ENSG00000084112	SSH1	2.484125096	G2-M
ENSG00000164031	DNAJB14	2.400951089	G2-M
ENSG00000107185	RGP1	2.233300861	G2-M
ENSG00000189050	RNFT1	2.366958899	G2-M
ENSG00000012211	PRICKLE3	2.47945368	G2-M
ENSG00000129667	RHBDF2	1.665331381	G2-M
ENSG00000081087	OSTM1	2.426025429	G2-M
ENSG00000143776	CDC42BPA	1.741593459	G2-M
ENSG00000005700	IBTK	2.42330699	G2-M
ENSG00000181026	AEN	2.473447509	G2-M
ENSG00000166454	ATMIN	2.31239495	G2-M
ENSG00000179604	CDC42EP4	2.423641692	G2-M
ENSG00000255529	POLR2M	2.137496626	G2-M
ENSG00000167685	ZNF444	2.359284501	G2-M
ENSG00000213015	ZNF580	2.412175064	G2-M
ENSG00000140948	ZCCHC14	2.385772231	G2-M
ENSG00000164307	ERAP1	2.447160449	G2-M
ENSG00000162542	TMCO4	2.422611167	G2-M
ENSG00000156026	MCU	2.151693716	G2-M
ENSG00000153989	NUS1	2.148492028	G2-M
ENSG00000147650	LRP12	2.453684766	G2-M
ENSG00000122376	FAM35A	2.106021054	G2-M
ENSG00000163607	GTPBP8	2.353625126	G2-M
ENSG00000184924	PTRHD1	2.384854882	G2-M
ENSG00000156011	PSD3	1.888691801	G2-M
ENSG00000118508	RAB32	2.495461171	G2-M
ENSG00000184584	TMEM173	2.483067421	G2-M
ENSG00000071205	ARHGAP10	1.888347135	G2-M
ENSG00000237350	CDC42P6	2.109256563	G2-M
ENSG00000163738	MTHFD2L	2.31590552	G2-M
ENSG00000172057	ORMDL3	1.989725271	G2-M
ENSG00000132470	ITGB4	2.449160195	G2-M
ENSG00000130202	PVRL2	2.493668662	G2-M
ENSG00000237765	FAM200B	2.407787097	G2-M
ENSG00000156787	WDR67	2.109895259	G2-M
ENSG00000228649	AC005682.5	1.980046432	G2-M
ENSG00000125485	DDX31	2.184504404	G2-M
ENSG00000132964	CDK8	1.945082736	G2-M
ENSG00000196950	SLC39A10	2.352235821	G2-M
ENSG00000109654	TRIM2	2.469737893	G2-M
ENSG00000165675	ENOX2	2.466583101	G2-M
ENSG00000110811	LEPREL2	2.245488044	G2-M
ENSG00000186193	SAPCD2	1.773878657	G2-M
ENSG00000107338	SHB	2.409595313	G2-M
ENSG00000067248	DHX29	2.386714525	G2-M
ENSG00000241878	PISD	2.295243095	G2-M
ENSG00000182217	HIST2H4B	2.424024582	G2-M
ENSG00000183941	HIST2H4A	2.484107677	G2-M
ENSG00000241547	RP11-4K3__A.5	2.187798577	G2-M
ENSG00000138182	KIF20B	1.747414914	G2-M
ENSG00000173638	SLC19A1	2.495364631	G2-M
ENSG00000065613	SLK	2.011521119	G2-M
ENSG00000122482	ZNF644	1.699562996	G2-M
ENSG00000185989	RASA3	1.531741235	G2-M
ENSG00000072756	TRNT1	2.218264006	G2-M
ENSG00000075089	ACTR6	2.220486424	G2-M
ENSG00000091409	ITGA6	2.460358067	G2-M
ENSG00000244045	TMEM199	2.334692102	G2-M
ENSG00000163235	TGFA	2.326177317	G2-M
ENSG00000115540	MOB4	2.397960364	G2-M
ENSG00000151292	CSNK1G3	2.200443522	G2-M
ENSG00000066084	DIP2B	2.15121869	G2-M
ENSG00000153201	RANBP2	2.03911538	G2-M
ENSG00000147905	ZCCHC7	2.15051674	G2-M
ENSG00000197323	TRIM33	2.111936496	G2-M
ENSG00000104783	KCNN4	2.410343276	G2-M
ENSG00000142409	ZNF787	2.253006287	G2-M
ENSG00000133818	RRAS2	2.273142324	G2-M
ENSG00000085491	SLC25A24	2.06856086	G2-M
ENSG00000146872	TLK2	2.389227955	G2-M
ENSG00000118007	STAG1	1.810164852	G2-M
ENSG00000131375	CAPN7	2.185493549	G2-M
ENSG00000169093	ASMTL	2.490221863	G2-M
ENSG00000182827	ACBD3	2.238068023	G2-M
ENSG00000145685	LHFPL2	2.19472378	G2-M
ENSG00000130669	PAK4	1.844025412	G2-M
ENSG00000090889	KIF4A	2.235772044	G2-M
ENSG00000169926	KLF13	1.94757475	G2-M
ENSG00000004766	CCDC132	2.226790886	G2-M
ENSG00000211456	SACM1L	2.403781779	G2-M
ENSG00000138640	FAM13A	2.345945919	G2-M
ENSG00000121390	PSPC1	2.295056707	G2-M
ENSG00000104691	UBXN8	2.246873036	G2-M
ENSG00000103222	ABCC1	2.350502017	G2-M
ENSG00000055609	MLL3	2.35602244	G2-M
ENSG00000135597	REPS1	2.061943923	G2-M
ENSG00000134250	NOTCH2	2.079426183	G2-M
ENSG00000133398	MED10	2.228296076	G2-M
ENSG00000018510	AGPS	2.10685898	G2-M
ENSG00000111666	CHPT1	2.435937378	G2-M
ENSG00000137692	DCUN1D5	2.282874493	G2-M
ENSG00000204856	FAM216A	2.254028961	G2-M
ENSG00000113300	CNOT6	2.294027807	G2-M
ENSG00000107929	LARP4B	2.216230749	G2-M
ENSG00000107651	SEC23IP	2.428250315	G2-M
ENSG00000151718	WWC2	2.12477628	G2-M
ENSG00000197989	SNHG12	2.342251691	G2-M
ENSG00000241945	PWP2	2.397864916	G2-M
ENSG00000127990	SGCE	2.457996618	G2-M
ENSG00000117616	C1orf63	2.176766339	G2-M
ENSG00000151929	BAG3	2.305615016	G2-M
ENSG00000141867	BRD4	2.386675816	G2-M
ENSG00000183955	SETD8	2.264775768	G2-M
ENSG00000105993	DNAJB6	2.293444471	G2-M
ENSG00000164687	FABP5	2.394638867	G2-M
ENSG00000122299	ZC3H7A	2.451814921	G2-M
ENSG00000133773	CCDC59	2.390519394	G2-M
ENSG00000081307	UBA5	2.476650491	G2-M
ENSG00000176946	THAP4	2.408456814	G2-M
ENSG00000068366	ACSL4	2.203656817	G2-M
ENSG00000175471	MCTP1	1.936301866	G2-M
ENSG00000169855	ROBO1	2.46703268	G2-M
ENSG00000196712	NF1	2.492744622	G2-M
ENSG00000138594	TMOD3	2.432801634	G2-M
ENSG00000141232	TOB1	2.400772432	G2-M
ENSG00000241978	AKAP2	2.49960326	G2-M
ENSG00000163710	PCOLCE2	1.939853635	G2-M
ENSG00000072786	STK10	2.419866108	G2-M
ENSG00000136205	TNS3	2.37286582	G2-M
ENSG00000055483	USP36	2.440438797	G2-M
ENSG00000197265	GTF2E2	2.185761617	G2-M
ENSG00000173905	GOLIM4	2.47924447	G2-M
ENSG00000122966	CIT	2.100385971	G2-M
ENSG00000163584	RPL22L1	2.041987672	G2-M
ENSG00000004866	ST7	2.454402002	G2-M
ENSG00000115756	HPCAL1	2.464062643	G2-M
ENSG00000204569	PPP1R10	1.571540285	G2-M
ENSG00000100242	SUN2	1.99229188	G2-M
ENSG00000005020	SKAP2	2.0250916	G2-M
ENSG00000183386	FHL3	2.417462452	G2-M
ENSG00000187689	AMTN	2.359931887	G2-M
ENSG00000181090	EHMT1	2.114824991	G2-M
ENSG00000186815	TPCN1	2.338273782	G2-M
ENSG00000188342	GTF2F2	2.228236942	G2-M
ENSG00000075151	EIF4G3	2.164862685	G2-M
ENSG00000070961	ATP2B1	2.142418364	G2-M
ENSG00000127191	TRAF2	2.313975057	G2-M
ENSG00000198000	NOL8	2.175343794	G2-M
ENSG00000084073	ZMPSTE24	2.262771423	G2-M
ENSG00000116874	WARS2	2.39613855	G2-M
ENSG00000169084	DHRSX	2.049834619	G2-M
ENSG00000153046	CDYL	2.198835094	G2-M
ENSG00000163605	PPP4R2	2.320860724	G2-M
ENSG00000157110	RBPMS	2.420859676	G2-M
ENSG00000124831	LRRFIP1	2.127076485	G2-M
ENSG00000110497	AMBRA1	2.37861848	G2-M
ENSG00000233966	UBE2SP1	1.833200953	G2-M
ENSG00000174574	AKIRIN1	2.351181467	G2-M
ENSG00000103194	USP10	2.267305243	G2-M
ENSG00000163785	RYK	2.432802123	G2-M
ENSG00000169251	NMD3	2.493023665	G2-M
ENSG00000115970	THADA	2.479747226	G2-M
ENSG00000176105	YES1	2.122578669	G2-M
ENSG00000100811	YY1	2.319287606	G2-M
ENSG00000171840	NINJ2	2.377025533	G2-M
ENSG00000168137	SETD5	2.343685975	G2-M
ENSG00000130382	MLLT1	2.476542847	G2-M
ENSG00000164754	RAD21	2.316258387	G2-M
ENSG00000114302	PRKAR2A	2.218725204	G2-M
ENSG00000123908	EIF2C2	2.272896744	G2-M
ENSG00000141027	NCOR1	2.301349296	G2-M
ENSG00000205726	ITSN1	2.428091483	G2-M
ENSG00000173599	PC	2.368257157	G2-M
ENSG00000129347	KRI1	1.838517443	G2-M
ENSG00000158985	CDC42SE2	2.366985183	G2-M
ENSG00000167522	ANKRD11	1.906622924	G2-M
ENSG00000065809	FAM107B	2.412070672	G2-M
ENSG00000168476	REEP4	2.254121242	G2-M
ENSG00000156639	ZFAND3	2.257085984	G2-M
ENSG00000205544	C17orf61	2.46933872	G2-M
ENSG00000134058	CDK7	2.381932958	G2-M
ENSG00000090905	TNRC6A	2.436987442	G2-M
ENSG00000100526	CDKN3	2.270578359	G2-M
ENSG00000085415	SEH1L	2.404689435	G2-M
ENSG00000132388	UBE2G1	2.096072808	G2-M
ENSG00000108557	RAI1	2.227497421	G2-M
ENSG00000136153	LMO7	2.4627755	G2-M
ENSG00000198900	TOP1	2.096798149	G2-M
ENSG00000144283	PKP4	2.445509148	G2-M
ENSG00000235162	C12orf75	2.174827512	G2-M
ENSG00000110172	CHORDC1	2.250879462	G2-M
ENSG00000163714	U2SURP	2.282672552	G2-M
ENSG00000115504	EHBP1	2.283532274	G2-M
ENSG00000035403	VCL	2.311257452	G2-M
ENSG00000117523	PRRC2C	2.265067678	G2-M
ENSG00000125676	THOC2	2.412774156	G2-M
ENSG00000229097	CALM2P2	2.485916832	G2-M
ENSG00000123146	CD97	2.422130173	G2-M
ENSG00000182979	MTA1	2.403341655	G2-M
ENSG00000165732	DDX21	2.305259949	G2-M
ENSG00000115306	SPTBN1	2.478604595	G2-M
ENSG00000114416	FXR1	2.310640512	G2-M
ENSG00000076685	NT5C2	2.492046435	G2-M
ENSG00000149257	SERPINH1	2.453987954	G2-M
ENSG00000224126	UBE2SP2	1.835657469	G2-M
ENSG00000119403	PHF19	2.262166461	G2-M
ENSG00000106484	MEST	2.475953392	G2-M
ENSG00000111371	SLC38A1	2.348187811	G2-M
ENSG00000113368	LMNB1	1.938723317	G2-M
ENSG00000151414	NEK7	2.321862255	G2-M
ENSG00000127920	GNG11	2.395393557	G2-M
ENSG00000048162	NOP16	2.425776336	G2-M
ENSG00000110713	NUP98	1.942730068	G2-M
ENSG00000104131	EIF3J	2.157608312	G2-M
ENSG00000152601	MBNL1	2.355403199	G2-M
ENSG00000135316	SYNCRIP	2.481653327	G2-M
ENSG00000136830	FAM129B	2.322783022	G2-M
ENSG00000197555	SIPA1L1	2.219074085	G2-M
ENSG00000008394	MGST1	2.374079598	G2-M
ENSG00000131504	DIAPH1	2.48271432	G2-M
ENSG00000132361	KIAA0664	2.316500018	G2-M
ENSG00000136770	DNAJC1	1.917563053	G2-M
ENSG00000072110	ACTN1	2.465342004	G2-M
ENSG00000020426	MNAT1	2.176722935	G2-M
ENSG00000159840	ZYX	2.244912978	G2-M
ENSG00000060237	WNK1	2.369284164	G2-M
ENSG00000155506	LARP1	2.486746669	G2-M
ENSG00000086061	DNAJA1	2.466518234	G2-M
ENSG00000101361	NOP56	2.312500778	G2-M
ENSG00000125148	MT2A	2.347787345	G2-M
ENSG00000130826	DKC1	2.348771567	G2-M
ENSG00000184640	41526	2.485959582	G2-M
ENSG00000189159	HN1	1.792932699	G2-M
ENSG00000064042	LIMCH1	2.331863694	G2-M
ENSG00000106211	HSPB1	2.486511509	G2-M
ENSG00000143933	CALM2	2.023327935	G2-M
ENSG00000109971	HSPA8	2.115436888	G2-M
ENSG00000145780	FEM1C	2.422341384	G2-M
ENSG00000131480	AOC2	2.08025041	G2-M
ENSG00000243918	EIF4BP8	2.433048977	G2-M
ENSG00000234771	RP11-395P17.3	2.485449136	G2-M
ENSG00000107362	FAM108B1	2.471995191	G2-M
ENSG00000188825	CTD-3014M21.4	2.114568178	G2-M
ENSG00000179562	GCC1	2.467212677	G2-M
ENSG00000179886	TIGD5	2.259786015	G2-M
ENSG00000124587	PEX6	2.434499074	G2-M
ENSG00000187953	PMS2CL	2.363273542	G2-M
ENSG00000267100	ILF3-AS1	2.31540735	G2-M
ENSG00000225093	RPL3P7	2.285575075	G2-M
ENSG00000175827	AP001266.1	2.477576231	G2-M
ENSG00000250746	RP11-39C10.1	2.233312759	G2-M
ENSG00000236814	RP11-446E9.1	2.35110436	G2-M
ENSG00000205765	C5orf51	2.459361899	G2-M
ENSG00000131941	RHPN2	2.327707563	G2-M
ENSG00000106459	NRF1	2.181195454	G2-M
ENSG00000198113	TOR4A	2.436786367	G2-M
ENSG00000231434	RP11-144L1.8	2.390216325	G2-M
ENSG00000228887	EEF1DP1	2.469414229	G2-M
ENSG00000124201	ZNFX1	2.347207534	G2-M
ENSG00000107758	PPP3CB	2.451611316	G2-M
ENSG00000167487	KLHL26	2.399765762	G2-M
ENSG00000142444	C19orf52	2.380928336	G2-M
ENSG00000180628	PCGF5	2.474465803	G2-M
ENSG00000127914	AKAP9	2.17225475	G2-M
ENSG00000100038	TOP3B	2.450640048	G2-M
ENSG00000169992	NLGN2	2.175379351	G2-M
ENSG00000196182	STK40	2.486229295	G2-M
ENSG00000230216	HSPB1P2	1.861940645	G2-M
ENSG00000166170	BAG5	2.484816503	G2-M
ENSG00000261061	RP11-303E16.2	2.459129463	G2-M
ENSG00000120029	C10orf76	2.371410737	G2-M
ENSG00000144354	CDCA7	2.47470645	G2-M
ENSG00000115539	PDCL3	2.493751408	G2-M
ENSG00000153885	KCTD15	2.487673713	G2-M
ENSG00000226085	UQCRFS1P1	2.015601044	G2-M
ENSG00000152413	HOMER1	2.361655655	G2-M
ENSG00000129932	DOHH	2.382461126	G2-M
ENSG00000054277	OPN3	2.482886906	G2-M
ENSG00000129911	KLF16	2.353521822	G2-M
ENSG00000142751	GPN2	2.494154717	G2-M
ENSG00000132323	ILKAP	2.36595882	G2-M
ENSG00000134108	ARL8B	2.397153823	G2-M
ENSG00000172830	SSH3	2.329214006	G2-M
ENSG00000028839	TBPL1	2.198256258	G2-M
ENSG00000180771	SRSF8	2.466039698	G2-M
ENSG00000132128	LRRC41	2.292259198	G2-M
ENSG00000148690	FRA10AC1	2.497908431	G2-M
ENSG00000134824	FADS2	2.328768403	G2-M
ENSG00000161179	YDJC	2.411725879	G2-M
ENSG00000106066	CPVL	2.486925641	G2-M
ENSG00000136816	TOR1B	2.454908064	G2-M
ENSG00000165494	PCF11	2.456967088	G2-M
ENSG00000091164	TXNL1	2.196874805	G2-M
ENSG00000073536	NLE1	2.008047407	G2-M
ENSG00000172939	OXSR1	2.469841785	G2-M
ENSG00000213516	RBMXL1	2.330452071	G2-M
